a : 			eyk
inerrant : 	a.##baa ismat&nbsp;/&nbsp;bey gunaah&nbsp;/&nbsp;bey KHata&nbsp;/&nbsp;masuum&nbsp;/&nbsp;
			paak baaz
			
inerrancy; : 	n.##bey gunaahi(f.)&nbsp;/&nbsp;bey KHataa'i(f.)&nbsp;/&nbsp;
			masuumiyat(f.)&nbsp;/&nbsp;paak baazi(f.)
inert : 		a.##aaraam pasand&nbsp;/&nbsp;aaraam talab&nbsp;/&nbsp;mutaHammil&nbsp;/&nbsp;saakin
inertly : 	adv.##jumuud sey
inertness : 	n.##bey Harkati(f.)&nbsp;/&nbsp;jumuud(m.)&nbsp;/&nbsp;kaahili(f.)&nbsp;/&nbsp;susti(f.)
inertia : 	n.##dam(m.)&nbsp;/&nbsp;jumuud(m.)&nbsp;/&nbsp;maehjuuliyat(f.)&nbsp;/&nbsp;
			sukuun(m.)&nbsp;/&nbsp;zor(m.)
inescapable : 	a.##aTal&nbsp;/&nbsp;laazim&nbsp;/&nbsp;qismat ka likha&nbsp;/&nbsp;SHudani
inessential : 	a.##GHaer laazmi&nbsp;/&nbsp;GHaer zaruuri&nbsp;/&nbsp;KHaariji
inestimable : 	a.##an mol&nbsp;/&nbsp;bey baha&nbsp;/&nbsp;bey sHumaar&nbsp;/&nbsp;
			naa qaabil e andaazah
inevitable : 	a.##aTal&nbsp;/&nbsp;laazim&nbsp;/&nbsp;naa guziir&nbsp;/&nbsp;qismat ka likha&nbsp;/&nbsp;
			SHudani&nbsp;/&nbsp;yaqiini
inevitably : 	adv.##chaar o naa chaar&nbsp;/&nbsp;KHwaam KHwaah&nbsp;/&nbsp;laa moHaalah
inevitability : 	n.##aTal pan(m.)&nbsp;/&nbsp;naa gureyzi(f.)
inexact : 	a.##Dhiili&nbsp;/&nbsp;naa durust&nbsp;/&nbsp;naa qis&nbsp;/&nbsp;ulaT
inexactitude : 	n.##naa durusti(f.)&nbsp;/&nbsp;naaqis pan(m.)
inexcusable : 	a.##naa qaabil e moaafi
inexhaustible : 	a.##an thak&nbsp;/&nbsp;bey Had&nbsp;/&nbsp;laa inteHaa&nbsp;/&nbsp;
			laa zawaal
			
inexistence : 	n.##adam e wujuud(m.)&nbsp;/&nbsp;niisti(f.)
inexistant : 	a.##naa buud&nbsp;/&nbsp;naa paed&nbsp;/&nbsp;niist
inexorable : 	a.##bey raeHem&nbsp;/&nbsp;kaRa&nbsp;/&nbsp;kaThor&nbsp;/&nbsp;musir&nbsp;/&nbsp;saKHt&nbsp;/&nbsp;
			sang dil
inexorably : 	adv.##bey raeHmaani&nbsp;/&nbsp;bey raeHmi sey&nbsp;/&nbsp;saKHti sey
inexpedient : 	a.##bey jaa&nbsp;/&nbsp;bey maeHl&nbsp;/&nbsp;bey mauqah&nbsp;/&nbsp;naa munaasib&nbsp;/&nbsp;
			naa maquul
			
inexpedience : 	n.##bey iHtiyaati(f.)&nbsp;/&nbsp;bey maeHli(f.)&nbsp;/&nbsp;
			naa munaasibat(f.)
inexpensive : 	a.##arzaan&nbsp;/&nbsp;kam qiimat&nbsp;/&nbsp;sasta(m.)&nbsp;/&nbsp;sasti(f.)
inexperience : 	n.##anaaRi pan(m.)&nbsp;/&nbsp;kachcha pan(m.)&nbsp;/&nbsp;KHaami(f.)&nbsp;/&nbsp;
			naa tajribah kaari(f.)&nbsp;/&nbsp;ullhaR pan(m.)
inexperienced : 	a.##anaaRi&nbsp;/&nbsp;kachcha&nbsp;/&nbsp;KHaam&nbsp;/&nbsp;naa tajribah kaar&nbsp;/&nbsp;
			tifl e maktab&nbsp;/&nbsp;ullhaR
inexpert : 	a.##anaaRi&nbsp;/&nbsp;bey hangam&nbsp;/&nbsp;KHaam&nbsp;/&nbsp;koRh&nbsp;/&nbsp;naa waaqif
inexplicable : 	a.##naa qaabil e wazaaHat&nbsp;/&nbsp;pur israar
inexplicit : 	a.##GHaer waazeH&nbsp;/&nbsp;mubham
inexpressible : 	a.##naa guftni&nbsp;/&nbsp;naa qaabil e bayaan
inexpressive : 	a.##bey matlab&nbsp;/&nbsp;naa risaa&nbsp;/&nbsp;tiSHnah
inexpungible : 	a.##bey qaabu&nbsp;/&nbsp;naa qaabil e tsKHiir&nbsp;/&nbsp;sar kaSH
inextricable : 	a.##pey chiidah&nbsp;/&nbsp;uljha hu'a
inextricably : 	adv.##peychiidgi sey
infallible : 	a.##bey chuuk&nbsp;/&nbsp;bey KHata
infamous : 	a.##bad naam&nbsp;/&nbsp;bura&nbsp;/&nbsp;khoTa&nbsp;/&nbsp;malauun&nbsp;/&nbsp;past&nbsp;/&nbsp;
			ru siyaah&nbsp;/&nbsp;ruswa
infamy : 		n.##bad naami(f.)&nbsp;/&nbsp;bey Hurmati(f.)&nbsp;/&nbsp;daaGH(m.)&nbsp;/&nbsp;
			dhabba(m.)&nbsp;/&nbsp;faziiHat(f.)&nbsp;/&nbsp;KHwaari(f.)&nbsp;/&nbsp;mazammat(f.)&nbsp;/&nbsp;
			nang(m.)&nbsp;/&nbsp;ruswaa'i(f.)
infancy : 	n.##bach pan&nbsp;/&nbsp;chhuTpan&nbsp;/&nbsp;KHurdi&nbsp;/&nbsp;tufuuliyat
infant : 		n.##baalak&nbsp;/&nbsp;bachchah(m.)&nbsp;/&nbsp;bachchi(f.)&nbsp;/&nbsp;laal&nbsp;/&nbsp;
			nannha&nbsp;/&nbsp;SHiir KHwaar(m.)&nbsp;/&nbsp;tifl(m.)
infanthood : 	n.##bach pan(m.)&nbsp;/&nbsp;tufuuliyat(f.)
infantlike : 	a.##bach gaanah&nbsp;/&nbsp;tiflaanah
infanticide : 	n.##bachchah kuSHi(f)&nbsp;/&nbsp;qatl e atfaal(m)
infantile : 	a.##bach gaanah&nbsp;/&nbsp;tiflaanah
infantilism : 	n.##bachchah pan(m.)&nbsp;/&nbsp;tifliyat(f.)
infantry : 	n.##paedal fauj(f.)&nbsp;/&nbsp;piyaadah fauj(f.)
infatuate : 	v.t.##iSHq meyn mubtila karna&nbsp;/&nbsp;
			baa'owla karna&nbsp;/&nbsp;laTTu karna
infatuated : 	a.##iSHiq meyn mubtila&nbsp;/&nbsp;baa'owla&nbsp;/&nbsp;
			bey aql&nbsp;/&nbsp;diiwaana&nbsp;/&nbsp;laTTu&nbsp;/&nbsp;SHaeda
infatuation : 	n.##iSHq(m.)&nbsp;/&nbsp;diiwaangi(f.)&nbsp;/&nbsp;Hemaaqat(f.)&nbsp;/&nbsp;
			waaraftahgi(f.)
infeasible : 	a.##muHaal&nbsp;/&nbsp;naa qabil e amal			
			
infect : 		v.t.##aaludah krna&nbsp;/&nbsp;bigaaRna&nbsp;/&nbsp;bura asar Daalna&nbsp;/&nbsp;
			ganda karna&nbsp;/&nbsp;KHaraab karna
			
infectedness : 	n.##aluudgi(f.)&nbsp;/&nbsp;chhuut(f.)&nbsp;/&nbsp;tadi(f.)
infection : 	n.##aaluudgi(f.)&nbsp;/&nbsp;chhuut(f.)&nbsp;/&nbsp;ifuunat(f.)
infectious : 	a.##chhuut ka&nbsp;/&nbsp;mufsid&nbsp;/&nbsp;wabaa'i
infective : 	a.##lagney waali&nbsp;/&nbsp;mutaddi
Infective Hepatitis :  n.##ilteHaab e kabiid
infecund : 	a.##baanjh&nbsp;/&nbsp;banjar&nbsp;/&nbsp;
infecundity : 	n.##baanjh pan&nbsp;/&nbsp;banjar pan
infelicity : 	n.##bad baKHti(f.)&nbsp;/&nbsp;bad qismati(f.)&nbsp;/&nbsp;GHam(m.)&nbsp;/&nbsp;
			malaal(m.)&nbsp;/&nbsp;ranj(m.)&nbsp;/&nbsp;SHaamat(f.)
infelicitous : 	a.##naa KHuSH&nbsp;/&nbsp;GHaer munaasib
infer : 		a.##maluus karna&nbsp;/&nbsp;natiijah nikaalna
inference : 	n.##Haasil&nbsp;/&nbsp;istedlaal&nbsp;/&nbsp;maa Haasil&nbsp;/&nbsp;natiijah
inferior : 	a.##;adna&nbsp;/&nbsp;ibad tar&nbsp;/&nbsp;ghaTiya&nbsp;/&nbsp;halka&nbsp;/&nbsp;kam tar&nbsp;/&nbsp;
			maa taeHt&nbsp;/&nbsp;zeyr
			
inferiority : 	n.##ghaTya pan(m.)&nbsp;/&nbsp;kam tari(f.)&nbsp;/&nbsp;pasti(f.)
inferiority complex : n.##eHsaas e kam tari(f.)
infernal : 	a.##do zaKHi&nbsp;/&nbsp;jahannami&nbsp;/&nbsp;ibliisi&nbsp;/&nbsp;
			GHazab naak&nbsp;/&nbsp;marduud&nbsp;/&nbsp;paa taali
inferno : 	n.##do zaKH(f.)&nbsp;/&nbsp;jhannam(f.)
infertile : 	a.##baanjh&nbsp;/&nbsp;banjar&nbsp;/&nbsp;naa qis
infertility : 	n.##baanjh pan(m.)&nbsp;/&nbsp;panjar pan(m.)
infest : 		v.t.##bah kasrat hona&nbsp;/&nbsp;bhara hona
infestation : 	n.##hujuum(m.)&nbsp;/&nbsp;ibtila(f.)&nbsp;/&nbsp;kasrat(f.)
infidel : 	n.##kaafir(m.)&nbsp;/&nbsp;zindiiq(m.)
infidelity : 	n.##daGHa baazi(f.)&nbsp;/&nbsp;kufr(m.)&nbsp;/&nbsp;taSHkiik(f.)&nbsp;/&nbsp;zina(m.)  
infighting : 	n.##andruuni kaSH makaSH(f.)
infiltrate : 	v.t.##andar ghusna&nbsp;/&nbsp;chhaanTna&nbsp;/&nbsp;daaKHil hona&nbsp;/&nbsp;
			saraaiyat karna
			
infiltration : 	n.##duKHuul(m.)&nbsp;/&nbsp;saraaiyat(f.)
infinite : 	a.##bey Hesaab&nbsp;/&nbsp;kabiir&nbsp;/&nbsp;laa maeHduud&nbsp;/&nbsp;wasii
infinitesimal : 	a.##nihaayat chhoTa&nbsp;/&nbsp;kam tariin
infinity : 	n.##dawaam&nbsp;/&nbsp;munteHaa&nbsp;/&nbsp;naa maeHduudi&nbsp;/&nbsp;wusat
infinitive : 	n.##musaddar
infirm : 		a.##aliil&nbsp;/&nbsp;faatir&nbsp;/&nbsp;kam zor&nbsp;/&nbsp;naa tawaan&nbsp;/&nbsp;zabuun&nbsp;/&nbsp;zaiif
infirmary : 	n.##chhoTa SHifa KHaanah(m.)&nbsp;/&nbsp;mariiz KHaanah(m.)
infirmity : 	adv.##aazaar&nbsp;/&nbsp;KHaami(f.)&nbsp;/&nbsp;naa paa'ey daari(f.)&nbsp;/&nbsp;
			naqaaHat(f.)&nbsp;/&nbsp;rog(m.)&nbsp;/&nbsp;zabuun Haali(f.)&nbsp;/&nbsp;
			zaiifi(f.)&nbsp;/&nbsp;zof
infix : 		v.t.##andar band karna&nbsp;/&nbsp;gaaRna&nbsp;/&nbsp;jaRna
inflame : 	v.t.##aag lagaana&nbsp;/&nbsp;jalaana
			
inflamed : 	a.##bhaRka hu'a&nbsp;/&nbsp;laal&nbsp;/&nbsp;taa'o meyn&nbsp;/&nbsp;warm daar 
(to be)inflamed : 	taa'o khaana&nbsp;/&nbsp;taa'o meyn aana
inflamable : 	a.##aatiSH giir
inflaming : 	a.##faroz&nbsp;/&nbsp;farozaan
inflammation : 	n.##soziSH(f.)&nbsp;/&nbsp;suujan(f.)&nbsp;/&nbsp;warm(m.)
inflamatory : 	a.##fitnah angeyz&nbsp;/&nbsp;haejaan KHeyz&nbsp;/&nbsp;iSHteaali
inflate : 	v.t.##baRhawa deyna&nbsp;/&nbsp;dam bharna&nbsp;/&nbsp;hawa bharna&nbsp;/&nbsp;phulaana&nbsp;/&nbsp;
			phuunkna
			
inflated : 	a.##maGHruur&nbsp;/&nbsp;moTa&nbsp;/&nbsp;phuula hu'a
inflatedness : 	n.##GHuruur(m.)&nbsp;/&nbsp;phaelaa'o(m.)&nbsp;/&nbsp;phaelaawaT(f.)
inflation : 	a.##baRhaawa(m.)&nbsp;/&nbsp;KHud pasandi(f.)&nbsp;/&nbsp;phaelaa'o(m.)&nbsp;/&nbsp;
			phulaawaT(m.)&nbsp;/&nbsp;waram(m.)
inflect : 	v.t.##gardaan karna&nbsp;/&nbsp;jhukaana&nbsp;/&nbsp;ham aahang karna&nbsp;/&nbsp;
			moRna
			
inflection : 	n.##kaji(f.)&nbsp;/&nbsp;moR(m.)&nbsp;/&nbsp;TeyRh(m.)
inflexed : 	a.##muRa hu'a&nbsp;/&nbsp;TeyRha
inflexible : 	a.##aTal&nbsp;/&nbsp;bey lachak&nbsp;/&nbsp;bey loch&nbsp;/&nbsp;kaRa&nbsp;/&nbsp;kaTTar&nbsp;/&nbsp;saKHt
inflexibility : 	n.##bey lachki(f.)&nbsp;/&nbsp;haT(f.)&nbsp;/&nbsp;kaRa pan(m.)&nbsp;/&nbsp;
			saKHti(f.)&nbsp;/&nbsp;zid(f.)
inflict : 	v.t.##Daalna&nbsp;/&nbsp;lagaana&nbsp;/&nbsp;takliif deyna
infliction : 	n.##azaab(m.)&nbsp;/&nbsp;ranj(m.)&nbsp;/&nbsp;saza(f.)&nbsp;/&nbsp;takliif(f.)
inflorescence : 	n.##aaraa'iSH(f.)&nbsp;/&nbsp;gul daari(f.)
influence : 	v.t.##asar Daalna&nbsp;/&nbsp;dabaa'o Daalna&nbsp;/&nbsp;daKHl andaazi karna&nbsp;/&nbsp;
			mutaa'ssir karna&nbsp;/&nbsp;zor Daalna
influence : 	n.##asar&nbsp;/&nbsp;dabaa'o&nbsp;/&nbsp;par chhaa'in&nbsp;/&nbsp;rusuuKH(m.)&nbsp;/&nbsp;sarwat&nbsp;/&nbsp;zor
influenced : 	a.##;mutaa'ssir
influential : 	a.##baa asar&nbsp;/&nbsp;rusuuKH daar
influenza : 	n.##zukaam(m.)
influx : 		n.##duKHuul(m.)&nbsp;/&nbsp;hujuum(m.)&nbsp;/&nbsp;kasrat(f.)&nbsp;/&nbsp;reyl peyl(m.)
infoldment : 	n.##lapeyT(f.)&nbsp;/&nbsp;taeh bandi(f.)
inform :          v.t&nbsp;/&nbsp;i.##aagaah karna&nbsp;/&nbsp;bataana&nbsp;/&nbsp;kaehna&nbsp;/&nbsp;ittelaa deyna&nbsp;/&nbsp;
			paRhaana&nbsp;/&nbsp;pukaarna
			
informed : 	a.##aagaah&nbsp;/&nbsp;baa KHabar
informer : 	n.##jaasuus&nbsp;/&nbsp;muKHbir
informal :        a.##bey qaa'eydah&nbsp;/&nbsp;bey takalluf&nbsp;/&nbsp;GHaer rasmi
informality : 	n.##bey takallufi(f.)
informant : 	n.##KHabar rasaan&nbsp;/&nbsp;muKHbir
information : 	n.##aagaahi(f.)&nbsp;/&nbsp;ittelaa(m.)&nbsp;/&nbsp;KHabar(f.)&nbsp;/&nbsp;
			maluumaat(m.)
informational : 	a.##aagaahaanah&nbsp;/&nbsp;maluumaati
informed :        a.##aagaah
informer : 	n.##GHiib go&nbsp;/&nbsp;goyandah&nbsp;/&nbsp;muKHbir
infract : 	v.t.##barham karna&nbsp;/&nbsp;fasKH karna&nbsp;/&nbsp;inHeraaf karna&nbsp;/&nbsp;
			raKHnah Daalna&nbsp;/&nbsp;tajaawuz karna&nbsp;/&nbsp;toRna
infraction : 	n.##inHeraaf(m.)&nbsp;/&nbsp;nuqs(m.)&nbsp;/&nbsp;tajaawuz(m.)
infrared : 	a.##zeyriin surKH
infrasonic : 	a.##zeyr saut
infrastructure : 	n.##bunyaad(f.)&nbsp;/&nbsp;bunyaadi Dhaancha(m.)
infrequency : 	n.##kam yaabi(f.)&nbsp;/&nbsp;nudrat(f.)&nbsp;/&nbsp;qillat(f.)
infrequent : 	a.##kam&nbsp;/&nbsp;KHaal KHaal&nbsp;/&nbsp;naadir&nbsp;/&nbsp;naa yaab&nbsp;/&nbsp;SHaaz
infrequently : 	adv.##kabhi kabhi
infringe : 	v.t.##daKHl andaaz hona&nbsp;/&nbsp;KHalal Daalna&nbsp;/&nbsp;toRna
infringement : 	n.##fasKH(m.)&nbsp;/&nbsp;inHeraaf(m.)&nbsp;/&nbsp;rok(f.)&nbsp;/&nbsp;SHikast(f.)&nbsp;/&nbsp;
			tajaawuz(m.)
			
infringer : 	n.##faasiKH&nbsp;/&nbsp;KHalal andaaz&nbsp;/&nbsp;munHarif&nbsp;/&nbsp;naa farmaan
infructuous : 	n.##bey suud
infuriate : 	v.t.##aag bagola karna&nbsp;/&nbsp;GHussah dilaana&nbsp;/&nbsp;iSHteaal deyna
infuriation : 	n.##barhami(f.)&nbsp;/&nbsp;GHazab(m.)&nbsp;/&nbsp;GHussah(m.)&nbsp;/&nbsp;iSHteaal(m.)&nbsp;/&nbsp;
			KHaSHm naaki(f.)
			
infuriatingly : 	adv.##bhinnaa kar&nbsp;/&nbsp;GHussey sey&nbsp;/&nbsp;iSHteaal sey
			
infuse : 		v.t.##asar Daalna&nbsp;/&nbsp;bharna&nbsp;/&nbsp;Daalna&nbsp;/&nbsp;raa'ej karna&nbsp;/&nbsp;
			saraa'yat karaana&nbsp;/&nbsp;unDeylna
infuser : 	n.##unDeylney waala
infusion : 	n.##reyziSH(f.)&nbsp;/&nbsp;saraa'yat(f.)
ingather : 	v.t.##baTorna&nbsp;/&nbsp;ikaTTha karna&nbsp;/&nbsp;jama karna
ingeminate : 	v.t.##dohraana&nbsp;/&nbsp;raT laraana&nbsp;/&nbsp;takraar karna
ingemination : 	n.##raT(f.)&nbsp;/&nbsp;takraar(f.)
ingenious : 	a.##chaalaak&nbsp;/&nbsp;charb dast&nbsp;/&nbsp;Haaziq&nbsp;/&nbsp;hunar mand&nbsp;/&nbsp;mudabbir
ingenuity : 	n.##Hikmat(f.)&nbsp;/&nbsp;jaudat(f.)&nbsp;/&nbsp;jugat(f.)&nbsp;/&nbsp;mahaarat(f.)
ingenuous : 	a.##masuum&nbsp;/&nbsp;muKHlis&nbsp;/&nbsp;saadah&nbsp;/&nbsp;saaf&nbsp;/&nbsp;SHariif
ingest : 		v.t.##peyT meyn Daalna&nbsp;/&nbsp;utaarna
ingestion : 	n.##peyT bharna&nbsp;/&nbsp;SHikam puri
ingle : 		n.##chuulha(m.)&nbsp;/&nbsp;aatiSH daan(m.)
inglorious :      a.##gum naam&nbsp;/&nbsp;halka&nbsp;/&nbsp;mazmuum&nbsp;/&nbsp;SHarm naak&nbsp;/&nbsp;subuk
ingot : 		n.##Dala(m.)&nbsp;/&nbsp;Dheyla(m.)&nbsp;/&nbsp;qaalib(m.)
ingrained : 	a.##pakka&nbsp;/&nbsp;puKHtah&nbsp;/&nbsp;racha hu'a&nbsp;/&nbsp;saabit
ingrate : 	n.##naa SHukra&nbsp;/&nbsp;namak Haraam
ingratiate : 	v.t.##chaapluusi karna
ingratiating : 	a.##dil chasp&nbsp;/&nbsp;dil fareyb&nbsp;/&nbsp;gawaara&nbsp;/&nbsp;KHuSH kun&nbsp;/&nbsp;
			marGHuub&nbsp;/&nbsp;pasandiidah
			
ingratitude : 	n.##bey wafaa'i(f.)&nbsp;/&nbsp;eHsaan faraamoSHi(f.)&nbsp;/&nbsp;
			naa SHukri(f.)&nbsp;/&nbsp;
			namak Haraami(f.)
ingredient : 	n.##juz(m.)&nbsp;/&nbsp;Hissah(m.)&nbsp;/&nbsp;masaalah(m.)&nbsp;/&nbsp;insur(m.)
ingredients : 	n.##lawaazim&nbsp;/&nbsp;lawaazimaat
ingress : 	n.##daaKHilah(m.)&nbsp;/&nbsp;guzaar(m.)
ingression : 	n.##darwaazah(m.)&nbsp;/&nbsp;duKHuul(m.)
ingurgitate : 	v.t.##haRap karna&nbsp;/&nbsp;nigalna&nbsp;/&nbsp;thoRna
ingurgitation:	n.##haRap(f.)&nbsp;/&nbsp;GHaT GHaT(f.)&nbsp;/&nbsp;Thons Thaan(f.)
inhabit : 	v.t.##aabaad hona&nbsp;/&nbsp;basna&nbsp;/&nbsp;raehna&nbsp;/&nbsp;sukuunat rakhna
inhabitant : 	a.##makiin&nbsp;/&nbsp;mutawattin&nbsp;/&nbsp;raehney waala&nbsp;/&nbsp;saakin
inhabitant : 	n.##baasi(m.)&nbsp;/&nbsp;baa SHindah(m.)
inhabited :       a.##aabaad&nbsp;/&nbsp;basa hu'a
inhale : 		v.t.##dam lagaana&nbsp;/&nbsp;saans leyna
inhaler : 	n.##dam kaSH(m.)
inhere : 		v.i.##jaan guziin hona&nbsp;/&nbsp;raasiKH hona
inherent :        a.##daaKHili&nbsp;/&nbsp;fitri&nbsp;/&nbsp;jaballi&nbsp;/&nbsp;tabai&nbsp;/&nbsp;zaati
inherit : 	v.t.##tarkah paana&nbsp;/&nbsp;wirsah paana
inheritance : 	n.##miiraas(f.)&nbsp;/&nbsp;tarkah(m.)&nbsp;/&nbsp;wiraasat(f.)&nbsp;/&nbsp;wirsah(m.)
inheritor : 	n.##waaris
inhibit : 	v.t.##baaz rakhna&nbsp;/&nbsp;mana karna&nbsp;/&nbsp;muzaaHimat karna&nbsp;/&nbsp;rokna
inhibition : 	n.##aTkaa'o(m.)&nbsp;/&nbsp;imtinaa(m.)&nbsp;/&nbsp;mumaaniat(f.)
inhospitable : 	a.##banjar&nbsp;/&nbsp;bey asaa'iSH&nbsp;/&nbsp;bey faez&nbsp;/&nbsp;
			naa mehrbaan&nbsp;/&nbsp;naa saaz gaar
inhuman : 	a.##bey taras&nbsp;/&nbsp;GHaer insaani&nbsp;/&nbsp;jaan war&nbsp;/&nbsp;waehSHi
inhumane : 	a.##baey raeHm&nbsp;/&nbsp;GHaer insaani&nbsp;/&nbsp;sang dil
inhumanity : 	n.##adam e insaaniyat(f.)&nbsp;/&nbsp;kaThor pan(m.)&nbsp;/&nbsp;
			kaTTar pan(m.)&nbsp;/&nbsp;saKHti(f.)&nbsp;/&nbsp;sang dili(f.)
			
inhume : 		v.t.##dafn karna&nbsp;/&nbsp;gaaRna&nbsp;/&nbsp;miTTi deyna&nbsp;/&nbsp;madfuun karna
inimical : 	a.##duSHman&nbsp;/&nbsp;muKHaalif&nbsp;/&nbsp;muzir&nbsp;/&nbsp;nuqsaan deh&nbsp;/&nbsp;zaehriila&nbsp;/&nbsp;
			zarar rasaan
			
inimicality : 	n.##adaawat(f.)&nbsp;/&nbsp;baer(m.)&nbsp;/&nbsp;duSHmani(f.)&nbsp;/&nbsp;
			muKHaalifat(f.)&nbsp;/&nbsp;pur KHaaSH(f.)
			
inimitable : 	a.##bey misaal&nbsp;/&nbsp;bey naziir&nbsp;/&nbsp;laa saani&nbsp;/&nbsp;yakta
iniquitous : 	a.##bey insaaf&nbsp;/&nbsp;gunaah gaar&nbsp;/&nbsp;naa haq&nbsp;/&nbsp;siyah kaar&nbsp;/&nbsp;
			zaalim&nbsp;/&nbsp;zaliil
iniquity : 	n.##bey innsaafi(f.)&nbsp;/&nbsp;gunaah(m.)&nbsp;/&nbsp;jurm(m.)&nbsp;/&nbsp;
			KHata(f.)&nbsp;/&nbsp;paap(m.)&nbsp;/&nbsp;siyah kaari(f.)
initial : 	a.##aaGHaazi&nbsp;/&nbsp;ibtedaa'i&nbsp;/&nbsp;paehla&nbsp;/&nbsp;SHuruu ka
initials : 	n.##dast KHat(m.)&nbsp;/&nbsp;ibtidaa'i Huruuf(m.)
intially : 	adv.##ibtidaa'i taur par
initiate : 	v.t.##aaGHaaz karna&nbsp;/&nbsp;chalaana&nbsp;/&nbsp;ibtida karna&nbsp;/&nbsp;paehl karna&nbsp;/&nbsp;
			SHuruu karna&nbsp;/&nbsp;taraH Daalna
			
initiate : 	v.t.##aagaah karna&nbsp;/&nbsp;aaSHina karna&nbsp;/&nbsp;banaana&nbsp;/&nbsp;
			ru SHinaas karna&nbsp;/&nbsp;sikhaana
			
initiation : 	n.##aaGHaaz(m.)&nbsp;/&nbsp;duKHuul(m.)&nbsp;/&nbsp;ibtida(f.)&nbsp;/&nbsp;ru SHinaasi(f.)
initiative : 	n.##aaGHaaz(m.)&nbsp;/&nbsp;hidaayat(f.)&nbsp;/&nbsp;SHuruu(m.)
inject : 		v.t.##daaKHil karna&nbsp;/&nbsp;Tiika lagaana
injection : 	n.##duKHuul(m.)&nbsp;/&nbsp;pichkaari(f.)&nbsp;/&nbsp;tazriiq(m. : )&nbsp;/&nbsp;Tiika(m.)
injector : 	n.##pich kaari lagaaney waala
injudicious : 	n.##bey tadbiir&nbsp;/&nbsp;kotaah andeySH
injunction : 	n.##amr(m.)&nbsp;/&nbsp;chhuuT(f.)&nbsp;/&nbsp;hedaayat(f.)&nbsp;/&nbsp;Hukm naamah(m.)&nbsp;/&nbsp;
			farmaan(m.)&nbsp;/&nbsp;qadGHan&nbsp;/&nbsp;taakiid(f.)
		
injunctive : 	a.##Hidaayati&nbsp;/&nbsp;imtinai		
injure : 		v.t.##bigaaRna&nbsp;/&nbsp;choT lagaan&nbsp;/&nbsp;ghaa'el karna&nbsp;/&nbsp;KHaraab karna&nbsp;/&nbsp;
			majruuH karna&nbsp;/&nbsp;zarar pahonchaana
			
injured : 	a.##majruuH&nbsp;/&nbsp;malzuum&nbsp;/&nbsp;zaKHmi
injurer : 	a.##muzir
injurious : 	a.##muzir&nbsp;/&nbsp;zarar risaan
injury : 		n.##aazaar(m.)&nbsp;/&nbsp;choT(f.)&nbsp;/&nbsp;gazand(f.)&nbsp;/&nbsp;Haraj(m.)&nbsp;/&nbsp;
			jafa(f.)&nbsp;/&nbsp;nuqsaan(m.)&nbsp;/&nbsp;zaKHm(m.)&nbsp;/&nbsp;zarb(f.)&nbsp;/&nbsp;zarar(m.)
injustice : 	n.##andheyr(f.)&nbsp;/&nbsp;bey daad(f.)&nbsp;/&nbsp;jafa(f.)&nbsp;/&nbsp;
			naa insaafi(f.)&nbsp;/&nbsp;sitam(m.)&nbsp;/&nbsp;zeyaadti(f.)&nbsp;/&nbsp;zulm(m.)
ink : 		n.##murakkab(m.)&nbsp;/&nbsp;roSHnaa'i(f.)&nbsp;/&nbsp;siyaahi(f.)
inkhorn : 	n.##dawaat(f.)
inkiness : 	n.##kaali(f.)&nbsp;/&nbsp;siyaahi(f.)
inkpot : 		n.##dawaat(f.)
inkle : 		n.##niwaaR(f.)&nbsp;/&nbsp;paTTi(f.)
inkling : 	n.##aahaT(f.)&nbsp;/&nbsp;bhanak(f.)&nbsp;/&nbsp;iSHaarah(m.)&nbsp;/&nbsp;sun gun(f.)
inkwell : 	n.##dawaat(f.)&nbsp;/&nbsp;siyaahi daan(m.)
inky : 		a.##kaala&nbsp;/&nbsp;siyaah
inlaid : 		a.##jaRaa'u&nbsp;/&nbsp;kandah
inland : 		n.##andruun e mulk
inlay : 		n.##koft gari(f.)
inlay : 		v.t.##jaRna&nbsp;/&nbsp;koft gari karna&nbsp;/&nbsp;murassa karna
inlay : 		n.##araa'iSH(f.)&nbsp;/&nbsp;jaRaa'u kaam(m.)
inlayer : 	n.##koft gar(m.)&nbsp;/&nbsp;pichchi kaar
inlaying : 	n.##koft gari(f.)
inlet : 		n.##aab giir(f.)&nbsp;/&nbsp;chhoTi KHaliij(f.)&nbsp;/&nbsp;mudKHal(m.)&nbsp;/&nbsp;
			naaka(m.)&nbsp;/&nbsp;suuraaKH(m.)&nbsp;/&nbsp;tang KHaaRi(f.)
inmate : 		n.##ham KHaanah&nbsp;/&nbsp;makiin&nbsp;/&nbsp;saakin
inmost : 		a.##baatini&nbsp;/&nbsp;daaKHili&nbsp;/&nbsp;dili&nbsp;/&nbsp;poSHiidah&nbsp;/&nbsp;qalbi
inn : 		n.##marHalah&nbsp;/&nbsp;saraa'ey
innate : 		a.##asli&nbsp;/&nbsp;badiihi&nbsp;/&nbsp;janami&nbsp;/&nbsp;jibilli&nbsp;/&nbsp;maadar zaad&nbsp;/&nbsp;
			paedaa'iSHi&nbsp;/&nbsp;tabai&nbsp;/&nbsp;tiinat&nbsp;/&nbsp;zaati
inn : 		n.##musaafir KHaanah(m.)&nbsp;/&nbsp;saraa'ey(f.)&nbsp;/&nbsp;
			taaam KHaanah(m.)
